year,level_1,level_2,value
1983,Male Age Specific Death Rate,35 - 39 Years,1.4
1983,Male Age Specific Death Rate,40 - 44 Years,2.7
1983,Male Age Specific Death Rate,45 - 49 Years,4.7
1983,Male Age Specific Death Rate,50 - 54 Years,9.7
1983,Male Age Specific Death Rate,55 - 59 Years,15.2
1983,Male Age Specific Death Rate,60 - 64 Years,24.7
1983,Male Age Specific Death Rate,65 - 69 Years,37.8
1983,Male Age Specific Death Rate,70 - 74 Years,60.3
1983,Male Age Specific Death Rate,75 Years & Over,110.2
1983,Male Age Specific Death Rate,70 Years & Over,82.9
1983,Male Age Specific Death Rate,75 - 79 Years,na
1983,Male Age Specific Death Rate,80 - 84 Years,na
1983,Male Age Specific Death Rate,85 Years & Over,na
1983,Female Age Specific Death Rate,Under 1 Year,7.9
1983,Female Age Specific Death Rate,1  -  4 Years,0.6
1983,Female Age Specific Death Rate,5  -  9 Years,0.3
1983,Female Age Specific Death Rate,10 - 14 Years,0.3
1983,Female Age Specific Death Rate,15 - 19 Years,0.4
1983,Female Age Specific Death Rate,20 - 24 Years,0.5
1983,Female Age Specific Death Rate,25 - 29 Years,0.6
1983,Female Age Specific Death Rate,30 - 34 Years,0.8
1983,Female Age Specific Death Rate,35 - 39 Years,1.1
1983,Female Age Specific Death Rate,40 - 44 Years,1.8
1983,Female Age Specific Death Rate,45 - 49 Years,2.8
1983,Female Age Specific Death Rate,50 - 54 Years,5.1
1983,Female Age Specific Death Rate,55 - 59 Years,8.4
1983,Female Age Specific Death Rate,60 - 64 Years,13.5
1983,Female Age Specific Death Rate,65 - 69 Years,22.9
1983,Female Age Specific Death Rate,70 - 74 Years,37.2
1983,Female Age Specific Death Rate,75 Years & Over,88.9
1983,Female Age Specific Death Rate,70 Years & Over,64
1983,Female Age Specific Death Rate,75 - 79 Years,na
1983,Female Age Specific Death Rate,80 - 84 Years,na
1983,Female Age Specific Death Rate,85 Years & Over,na
1983,Total Age Specific Death Rate,Under 1 Year,8.8
1983,Total Age Specific Death Rate,1  -  4 Years,0.6
1983,Total Age Specific Death Rate,5  -  9 Years,0.3
1983,Total Age Specific Death Rate,10 - 14 Years,0.3
1983,Total Age Specific Death Rate,15 - 19 Years,0.6
1983,Total Age Specific Death Rate,20 - 24 Years,0.8
1983,Total Age Specific Death Rate,25 - 29 Years,0.7
1983,Total Age Specific Death Rate,30 - 34 Years,1
1983,Total Age Specific Death Rate,35 - 39 Years,1.3
1983,Total Age Specific Death Rate,40 - 44 Years,2.2
1983,Total Age Specific Death Rate,45 - 49 Years,3.7
1983,Total Age Specific Death Rate,50 - 54 Years,7.4
1983,Total Age Specific Death Rate,55 - 59 Years,11.9
1983,Total Age Specific Death Rate,60 - 64 Years,19.1
1983,Total Age Specific Death Rate,65 - 69 Years,30
1983,Total Age Specific Death Rate,70 - 74 Years,47.9
1983,Total Age Specific Death Rate,75 Years & Over,97.3
1983,Total Age Specific Death Rate,70 Years & Over,72.1
1983,Total Age Specific Death Rate,75 - 79 Years,na
1983,Total Age Specific Death Rate,80 - 84 Years,na
1983,Total Age Specific Death Rate,85 Years & Over,na
1984,Male Age Specific Death Rate,Under 1 Year,7.5
1984,Male Age Specific Death Rate,1  -  4 Years,0.7
1984,Male Age Specific Death Rate,5  -  9 Years,0.3
1984,Male Age Specific Death Rate,10 - 14 Years,0.3
1984,Male Age Specific Death Rate,15 - 19 Years,0.7
1984,Male Age Specific Death Rate,20 - 24 Years,1
1984,Male Age Specific Death Rate,25 - 29 Years,1
1984,Male Age Specific Death Rate,30 - 34 Years,1
1984,Male Age Specific Death Rate,35 - 39 Years,1.7
1984,Male Age Specific Death Rate,40 - 44 Years,2.6
1984,Male Age Specific Death Rate,45 - 49 Years,5.3
1984,Male Age Specific Death Rate,50 - 54 Years,9.2
1984,Male Age Specific Death Rate,55 - 59 Years,15.9
1984,Male Age Specific Death Rate,60 - 64 Years,23.9
1984,Male Age Specific Death Rate,65 - 69 Years,38.3
1984,Male Age Specific Death Rate,70 - 74 Years,50.6
1984,Male Age Specific Death Rate,75 Years & Over,105.8
1984,Male Age Specific Death Rate,70 Years & Over,76.2
1984,Male Age Specific Death Rate,75 - 79 Years,na
1984,Male Age Specific Death Rate,80 - 84 Years,na
1984,Male Age Specific Death Rate,85 Years & Over,na
1984,Female Age Specific Death Rate,Under 1 Year,7
1984,Female Age Specific Death Rate,1  -  4 Years,0.6
1984,Female Age Specific Death Rate,5  -  9 Years,0.2
1984,Female Age Specific Death Rate,10 - 14 Years,0.2
1984,Female Age Specific Death Rate,15 - 19 Years,0.4
1984,Female Age Specific Death Rate,20 - 24 Years,0.5
1984,Female Age Specific Death Rate,25 - 29 Years,0.5
1984,Female Age Specific Death Rate,30 - 34 Years,0.6
1984,Female Age Specific Death Rate,35 - 39 Years,1
1984,Female Age Specific Death Rate,40 - 44 Years,1.5
1984,Female Age Specific Death Rate,45 - 49 Years,3.3
1984,Female Age Specific Death Rate,50 - 54 Years,5
1984,Female Age Specific Death Rate,55 - 59 Years,7.8
1984,Female Age Specific Death Rate,60 - 64 Years,13
1984,Female Age Specific Death Rate,65 - 69 Years,21.3
1984,Female Age Specific Death Rate,70 - 74 Years,33.4
1984,Female Age Specific Death Rate,75 Years & Over,80.2
1984,Female Age Specific Death Rate,70 Years & Over,58
1984,Female Age Specific Death Rate,75 - 79 Years,na
1984,Female Age Specific Death Rate,80 - 84 Years,na
1984,Female Age Specific Death Rate,85 Years & Over,na
1984,Total Age Specific Death Rate,Under 1 Year,7.3
1984,Total Age Specific Death Rate,1  -  4 Years,0.6
1984,Total Age Specific Death Rate,5  -  9 Years,0.2
1984,Total Age Specific Death Rate,10 - 14 Years,0.3
1984,Total Age Specific Death Rate,15 - 19 Years,0.6
1984,Total Age Specific Death Rate,20 - 24 Years,0.8
1984,Total Age Specific Death Rate,25 - 29 Years,0.8
1984,Total Age Specific Death Rate,30 - 34 Years,0.8
1984,Total Age Specific Death Rate,35 - 39 Years,1.4
1984,Total Age Specific Death Rate,40 - 44 Years,2.1
1984,Total Age Specific Death Rate,45 - 49 Years,4.3
1984,Total Age Specific Death Rate,50 - 54 Years,7.1
1984,Total Age Specific Death Rate,55 - 59 Years,11.9
1984,Total Age Specific Death Rate,60 - 64 Years,18.5
1984,Total Age Specific Death Rate,65 - 69 Years,29.4
1984,Total Age Specific Death Rate,70 - 74 Years,41.3
1984,Total Age Specific Death Rate,75 Years & Over,90.4
1984,Total Age Specific Death Rate,70 Years & Over,65.8
1984,Total Age Specific Death Rate,75 - 79 Years,na
1984,Total Age Specific Death Rate,80 - 84 Years,na
1984,Total Age Specific Death Rate,85 Years & Over,na
1985,Male Age Specific Death Rate,Under 1 Year,8.3
1985,Male Age Specific Death Rate,1  -  4 Years,0.3
1985,Male Age Specific Death Rate,5  -  9 Years,0.2
1985,Male Age Specific Death Rate,10 - 14 Years,0.3
1985,Male Age Specific Death Rate,15 - 19 Years,0.9
1985,Male Age Specific Death Rate,20 - 24 Years,0.8
1985,Male Age Specific Death Rate,25 - 29 Years,1
1985,Male Age Specific Death Rate,30 - 34 Years,1.2
1985,Male Age Specific Death Rate,35 - 39 Years,1.6
1985,Male Age Specific Death Rate,40 - 44 Years,2.3
1985,Male Age Specific Death Rate,45 - 49 Years,4.7
1985,Male Age Specific Death Rate,50 - 54 Years,8.3
1985,Male Age Specific Death Rate,55 - 59 Years,15.9
1985,Male Age Specific Death Rate,60 - 64 Years,23.2
1985,Male Age Specific Death Rate,65 - 69 Years,35.3
1985,Male Age Specific Death Rate,70 - 74 Years,56.5
1985,Male Age Specific Death Rate,75 Years & Over,99.1
1985,Male Age Specific Death Rate,70 Years & Over,76.9
1985,Male Age Specific Death Rate,75 - 79 Years,na
1985,Male Age Specific Death Rate,80 - 84 Years,na
1985,Male Age Specific Death Rate,85 Years & Over,na
1985,Female Age Specific Death Rate,Under 1 Year,6.8
1985,Female Age Specific Death Rate,1  -  4 Years,0.4
1985,Female Age Specific Death Rate,5  -  9 Years,0.2
1985,Female Age Specific Death Rate,10 - 14 Years,0.2
1985,Female Age Specific Death Rate,15 - 19 Years,0.4
1985,Female Age Specific Death Rate,20 - 24 Years,0.4
1985,Female Age Specific Death Rate,25 - 29 Years,0.6
1985,Female Age Specific Death Rate,30 - 34 Years,0.8
1985,Female Age Specific Death Rate,35 - 39 Years,1.2
1985,Female Age Specific Death Rate,40 - 44 Years,1.4
1985,Female Age Specific Death Rate,45 - 49 Years,2.6
1985,Female Age Specific Death Rate,50 - 54 Years,4.9
1985,Female Age Specific Death Rate,55 - 59 Years,7.8
1985,Female Age Specific Death Rate,60 - 64 Years,14.2
1985,Female Age Specific Death Rate,65 - 69 Years,22.3
1985,Female Age Specific Death Rate,70 - 74 Years,37.8
1985,Female Age Specific Death Rate,75 Years & Over,78.3
1985,Female Age Specific Death Rate,70 Years & Over,59.6
1985,Female Age Specific Death Rate,75 - 79 Years,na
1985,Female Age Specific Death Rate,80 - 84 Years,na
1985,Female Age Specific Death Rate,85 Years & Over,na
1985,Total Age Specific Death Rate,Under 1 Year,7.6
1985,Total Age Specific Death Rate,1  -  4 Years,0.3
1985,Total Age Specific Death Rate,5  -  9 Years,0.2
1985,Total Age Specific Death Rate,10 - 14 Years,0.2
1985,Total Age Specific Death Rate,15 - 19 Years,0.6
1985,Total Age Specific Death Rate,20 - 24 Years,0.6
1985,Total Age Specific Death Rate,25 - 29 Years,0.8
1985,Total Age Specific Death Rate,30 - 34 Years,1
1985,Total Age Specific Death Rate,35 - 39 Years,1.4
1985,Total Age Specific Death Rate,40 - 44 Years,1.9
1985,Total Age Specific Death Rate,45 - 49 Years,3.6
1985,Total Age Specific Death Rate,50 - 54 Years,6.6
1985,Total Age Specific Death Rate,55 - 59 Years,11.9
1985,Total Age Specific Death Rate,60 - 64 Years,18.7
1985,Total Age Specific Death Rate,65 - 69 Years,28.5
1985,Total Age Specific Death Rate,70 - 74 Years,46.4
1985,Total Age Specific Death Rate,75 Years & Over,86.7
1985,Total Age Specific Death Rate,70 Years & Over,67
1985,Total Age Specific Death Rate,75 - 79 Years,na
1985,Total Age Specific Death Rate,80 - 84 Years,na
1985,Total Age Specific Death Rate,85 Years & Over,na
1986,Male Age Specific Death Rate,Under 1 Year,6.1
1986,Male Age Specific Death Rate,1  -  4 Years,0.4
1986,Male Age Specific Death Rate,5  -  9 Years,0.2
1986,Male Age Specific Death Rate,10 - 14 Years,0.3
1986,Male Age Specific Death Rate,15 - 19 Years,0.7
1986,Male Age Specific Death Rate,20 - 24 Years,0.9
1986,Male Age Specific Death Rate,25 - 29 Years,0.9
1986,Male Age Specific Death Rate,30 - 34 Years,1
1986,Male Age Specific Death Rate,35 - 39 Years,1.4
1986,Male Age Specific Death Rate,40 - 44 Years,2.4
1986,Male Age Specific Death Rate,45 - 49 Years,4
1986,Male Age Specific Death Rate,50 - 54 Years,8.4
1986,Male Age Specific Death Rate,55 - 59 Years,14.2
1986,Male Age Specific Death Rate,60 - 64 Years,21
1986,Male Age Specific Death Rate,65 - 69 Years,34.9
1986,Male Age Specific Death Rate,70 - 74 Years,50.3
1986,Male Age Specific Death Rate,75 Years & Over,90.8
1986,Male Age Specific Death Rate,70 Years & Over,70.6
1986,Male Age Specific Death Rate,75 - 79 Years,na
1986,Male Age Specific Death Rate,80 - 84 Years,na
1986,Male Age Specific Death Rate,85 Years & Over,na
1986,Female Age Specific Death Rate,Under 1 Year,6
1986,Female Age Specific Death Rate,1  -  4 Years,0.3
1986,Female Age Specific Death Rate,5  -  9 Years,0.1
1986,Female Age Specific Death Rate,10 - 14 Years,0.2
1986,Female Age Specific Death Rate,15 - 19 Years,0.3
1986,Female Age Specific Death Rate,20 - 24 Years,0.5
1986,Female Age Specific Death Rate,25 - 29 Years,0.5
1986,Female Age Specific Death Rate,30 - 34 Years,0.8
1986,Female Age Specific Death Rate,35 - 39 Years,0.8
1986,Female Age Specific Death Rate,40 - 44 Years,1.7
1986,Female Age Specific Death Rate,45 - 49 Years,2.5
1986,Female Age Specific Death Rate,50 - 54 Years,4.7
1986,Female Age Specific Death Rate,55 - 59 Years,7.5
1986,Female Age Specific Death Rate,60 - 64 Years,12.7
1986,Female Age Specific Death Rate,65 - 69 Years,20.3
1986,Female Age Specific Death Rate,70 - 74 Years,32.4
1986,Female Age Specific Death Rate,75 Years & Over,74.8
1986,Female Age Specific Death Rate,70 Years & Over,55.8
1986,Female Age Specific Death Rate,75 - 79 Years,na
1986,Female Age Specific Death Rate,80 - 84 Years,na
1986,Female Age Specific Death Rate,85 Years & Over,na
1986,Total Age Specific Death Rate,Under 1 Year,6.1
1986,Total Age Specific Death Rate,1  -  4 Years,0.4
1986,Total Age Specific Death Rate,5  -  9 Years,0.2
1986,Total Age Specific Death Rate,10 - 14 Years,0.2
1986,Total Age Specific Death Rate,15 - 19 Years,0.5
1986,Total Age Specific Death Rate,20 - 24 Years,0.7
1986,Total Age Specific Death Rate,25 - 29 Years,0.7
1986,Total Age Specific Death Rate,30 - 34 Years,0.9
1986,Total Age Specific Death Rate,35 - 39 Years,1.1
1986,Total Age Specific Death Rate,40 - 44 Years,2
1986,Total Age Specific Death Rate,45 - 49 Years,3.2
1986,Total Age Specific Death Rate,50 - 54 Years,6.5
1986,Total Age Specific Death Rate,55 - 59 Years,10.9
1986,Total Age Specific Death Rate,60 - 64 Years,16.9
1986,Total Age Specific Death Rate,65 - 69 Years,27.3
1986,Total Age Specific Death Rate,70 - 74 Years,40.6
1986,Total Age Specific Death Rate,75 Years & Over,81.3
1986,Total Age Specific Death Rate,70 Years & Over,62.1
1986,Total Age Specific Death Rate,75 - 79 Years,na
1986,Total Age Specific Death Rate,80 - 84 Years,na
1986,Total Age Specific Death Rate,85 Years & Over,na
1987,Male Age Specific Death Rate,Under 1 Year,6
1987,Male Age Specific Death Rate,1  -  4 Years,0.4
1987,Male Age Specific Death Rate,5  -  9 Years,0.3
1987,Male Age Specific Death Rate,10 - 14 Years,0.3
1987,Male Age Specific Death Rate,15 - 19 Years,0.5
1987,Male Age Specific Death Rate,20 - 24 Years,0.8
1987,Male Age Specific Death Rate,25 - 29 Years,0.8
1987,Male Age Specific Death Rate,30 - 34 Years,1
1987,Male Age Specific Death Rate,35 - 39 Years,1.5
1987,Male Age Specific Death Rate,40 - 44 Years,2.2
1987,Male Age Specific Death Rate,45 - 49 Years,4
1987,Male Age Specific Death Rate,50 - 54 Years,8.1
1987,Male Age Specific Death Rate,55 - 59 Years,14
1987,Male Age Specific Death Rate,60 - 64 Years,22.2
1987,Male Age Specific Death Rate,65 - 69 Years,30.6
1987,Male Age Specific Death Rate,70 - 74 Years,49.8
1987,Male Age Specific Death Rate,75 Years & Over,90.7
1987,Male Age Specific Death Rate,70 Years & Over,71
1987,Male Age Specific Death Rate,75 - 79 Years,na
1987,Male Age Specific Death Rate,80 - 84 Years,na
1987,Male Age Specific Death Rate,85 Years & Over,na
1987,Female Age Specific Death Rate,Under 1 Year,4.9
1987,Female Age Specific Death Rate,1  -  4 Years,0.3
1987,Female Age Specific Death Rate,5  -  9 Years,0.2
1987,Female Age Specific Death Rate,10 - 14 Years,0.2
1987,Female Age Specific Death Rate,15 - 19 Years,0.3
1987,Female Age Specific Death Rate,20 - 24 Years,0.4
1987,Female Age Specific Death Rate,25 - 29 Years,0.5
1987,Female Age Specific Death Rate,30 - 34 Years,0.7
1987,Female Age Specific Death Rate,35 - 39 Years,1
1987,Female Age Specific Death Rate,40 - 44 Years,1.7
1987,Female Age Specific Death Rate,45 - 49 Years,2.7
1987,Female Age Specific Death Rate,50 - 54 Years,5
1987,Female Age Specific Death Rate,55 - 59 Years,7.7
1987,Female Age Specific Death Rate,60 - 64 Years,12.8
1987,Female Age Specific Death Rate,65 - 69 Years,20.1
1987,Female Age Specific Death Rate,70 - 74 Years,33
1987,Female Age Specific Death Rate,75 Years & Over,73.8
1987,Female Age Specific Death Rate,70 Years & Over,56
1987,Female Age Specific Death Rate,75 - 79 Years,na
1987,Female Age Specific Death Rate,80 - 84 Years,na
1987,Female Age Specific Death Rate,85 Years & Over,na
1987,Total Age Specific Death Rate,Under 1 Year,5.5
1987,Total Age Specific Death Rate,1  -  4 Years,0.4
1987,Total Age Specific Death Rate,5  -  9 Years,0.2
1987,Total Age Specific Death Rate,10 - 14 Years,0.3
1987,Total Age Specific Death Rate,15 - 19 Years,0.4
1987,Total Age Specific Death Rate,20 - 24 Years,0.6
1987,Total Age Specific Death Rate,25 - 29 Years,0.7
1987,Total Age Specific Death Rate,30 - 34 Years,0.8
1987,Total Age Specific Death Rate,35 - 39 Years,1.3
1987,Total Age Specific Death Rate,40 - 44 Years,1.9
1987,Total Age Specific Death Rate,45 - 49 Years,3.4
1987,Total Age Specific Death Rate,50 - 54 Years,6.5
1987,Total Age Specific Death Rate,55 - 59 Years,10.9
1987,Total Age Specific Death Rate,60 - 64 Years,17.5
1987,Total Age Specific Death Rate,65 - 69 Years,25.2
1987,Total Age Specific Death Rate,70 - 74 Years,40.6
1987,Total Age Specific Death Rate,75 Years & Over,80.7
1987,Total Age Specific Death Rate,70 Years & Over,62.4
1987,Total Age Specific Death Rate,75 - 79 Years,na
1987,Total Age Specific Death Rate,80 - 84 Years,na
1987,Total Age Specific Death Rate,85 Years & Over,na
1988,Male Age Specific Death Rate,Under 1 Year,5.6
1988,Male Age Specific Death Rate,1  -  4 Years,0.4
1988,Male Age Specific Death Rate,5  -  9 Years,0.2
1988,Male Age Specific Death Rate,10 - 14 Years,0.2
1988,Male Age Specific Death Rate,15 - 19 Years,0.5
1988,Male Age Specific Death Rate,20 - 24 Years,0.9
1988,Male Age Specific Death Rate,25 - 29 Years,0.8
1988,Male Age Specific Death Rate,30 - 34 Years,0.9
1988,Male Age Specific Death Rate,35 - 39 Years,1.6
1988,Male Age Specific Death Rate,40 - 44 Years,2.4
1988,Male Age Specific Death Rate,45 - 49 Years,3.7
1988,Male Age Specific Death Rate,50 - 54 Years,7.9
1988,Male Age Specific Death Rate,55 - 59 Years,13.6
1988,Male Age Specific Death Rate,60 - 64 Years,20.1
1988,Male Age Specific Death Rate,65 - 69 Years,32.7
1988,Male Age Specific Death Rate,70 - 74 Years,49.3
1988,Male Age Specific Death Rate,75 Years & Over,92
1988,Male Age Specific Death Rate,70 Years & Over,71.9
1988,Male Age Specific Death Rate,75 - 79 Years,na
1988,Male Age Specific Death Rate,80 - 84 Years,na
1988,Male Age Specific Death Rate,85 Years & Over,na
1988,Female Age Specific Death Rate,Under 1 Year,5.4
1988,Female Age Specific Death Rate,1  -  4 Years,0.4
1988,Female Age Specific Death Rate,5  -  9 Years,0.2
1988,Female Age Specific Death Rate,10 - 14 Years,0.2
1988,Female Age Specific Death Rate,15 - 19 Years,0.3
1988,Female Age Specific Death Rate,20 - 24 Years,0.5
1988,Female Age Specific Death Rate,25 - 29 Years,0.5
1988,Female Age Specific Death Rate,30 - 34 Years,0.7
1988,Female Age Specific Death Rate,35 - 39 Years,1.2
